Date,Province,City or Regency,New Cases,New Deaths,New Recovered,Total Cases,Total Deaths,Total Recovered,Case Fatality Rate,Case Recovered Rate,Population
6/9/2020,Nusa Tenggara Barat,,8,3,0,830,25,324,3.01%,39.04%,5270247
6/9/2020,Nusa Tenggara Timur,,0,0,0,103,1,30,0.97%,29.13%,5411321
6/9/2020,Papua,,16,0,0,1094,8,81,0.73%,7.40%,4340348
6/9/2020,Papua Barat,,4,0,1,183,2,76,1.09%,41.53%,1140701
6/9/2020,Riau,,2,0,0,122,6,109,4.92%,89.34%,6074100
6/9/2020,Sulawesi Barat,,0,0,1,94,2,63,2.13%,67.02%,1559984
6/9/2020,Sulawesi Selatan,,175,3,30,2179,93,708,4.27%,32.49%,9426885
6/9/2020,Sulawesi Tengah,,0,0,0,159,4,94,2.52%,59.12%,2955567
6/9/2020,Sulawesi Tenggara,,4,0,17,263,5,172,1.90%,65.40%,2635461
6/9/2020,Sulawesi Utara,,17,0,0,527,55,77,10.44%,14.61%,2641884
6/9/2020,Sumatera Barat,,19,2,10,645,29,365,4.50%,56.59%,5519245
6/9/2020,Sumatera Selatan,,30,1,11,1183,44,402,3.72%,33.98%,8217551
6/9/2020,Sumatera Utara,,12,4,0,617,52,199,8.43%,32.25%,14874889
6/10/2020,Aceh,,2,0,0,22,1,19,4.55%,86.36%,5247257
6/10/2020,Bali,,32,0,1,636,4,246,0.63%,38.68%,4216171
6/10/2020,Banten,,33,0,46,1051,79,820,7.52%,78.02%,10722374
6/10/2020,Bengkulu,,0,0,1,92,4,47,4.35%,51.09%,1999539
6/10/2020,DKI Jakarta,,166,2,141,8319,513,3445,6.17%,41.41%,10846145
6/10/2020,Daerah Istimewa Yogyakarta,,1,0,1,249,8,197,3.21%,79.12%,3631015
6/10/2020,Gorontalo,,6,0,2,145,7,72,4.83%,49.66%,1180651
6/10/2020,,,1241,36,715,34316,1959,12129,5.71%,35.35%,265185520
6/10/2020,Jambi,,2,0,0,105,0,31,0.00%,29.52%,3493357
6/10/2020,Jawa Barat,,49,0,44,2811,166,1170,5.91%,41.62%,45161325
6/10/2020,Jawa Tengah,,175,4,128,2579,159,1037,6.17%,40.21%,36364072
6/10/2020,Jawa Timur,,275,29,203,6692,777,4006,11.61%,59.86%,40479023
6/10/2020,Kalimantan Barat,,11,0,20,245,4,138,1.63%,56.33%,5422814
6/10/2020,Kalimantan Selatan,,127,4,10,1562,111,129,7.11%,8.26%,4023049
6/10/2020,Kalimantan Tengah,,15,1,11,537,30,213,5.59%,39.66%,2570289
6/10/2020,Kalimantan Timur,,11,0,5,362,3,224,0.83%,61.88%,3552191
6/10/2020,Kalimantan Utara,,0,0,3,170,2,133,1.18%,78.24%,648407
6/10/2020,Kepulauan Bangka Belitung,,2,0,1,124,1,44,0.81%,35.48%,1379767
6/10/2020,Kepulauan Riau,,0,0,5,227,16,131,7.05%,57.71%,1929400
6/10/2020,Lampung,,2,0,1,150,11,109,7.33%,72.67%,9095591
6/10/2020,Maluku,,13,0,0,328,9,90,2.74%,27.44%,1847097
6/10/2020,Maluku Utara,,13,0,4,227,17,37,7.49%,16.30%,1307803
6/10/2020,Nusa Tenggara Barat,,27,3,78,857,28,402,3.27%,46.91%,5270247
6/10/2020,Nusa Tenggara Timur,,2,0,7,105,1,37,0.95%,35.24%,5411321
6/10/2020,Papua,,28,0,0,1122,8,81,0.71%,7.22%,4340348
6/10/2020,Papua Barat,,8,0,9,191,2,85,1.05%,44.50%,1140701
6/10/2020,Riau,,0,0,0,122,6,109,4.92%,89.34%,6074100
6/10/2020,Sulawesi Barat,,1,0,0,95,2,63,2.11%,66.32%,1559984
6/10/2020,Sulawesi Selatan,,182,1,53,2361,94,761,3.98%,32.23%,9426885
6/10/2020,Sulawesi Tengah,,0,0,1,159,4,95,2.52%,59.75%,2955567
6/10/2020,Sulawesi Tenggara,,3,0,2,266,5,174,1.88%,65.41%,2635461
6/10/2020,Sulawesi Utara,,18,0,7,545,55,84,10.09%,15.41%,2641884
6/10/2020,Sumatera Barat,,14,0,28,659,29,393,4.40%,59.64%,5519245
6/10/2020,Sumatera Selatan,,40,3,48,1223,47,450,3.84%,36.79%,8217551
6/10/2020,Sumatera Utara,,18,1,4,635,53,203,8.35%,31.97%,14874889
6/11/2020,Aceh,,0,0,0,22,1,19,4.55%,86.36%,5247257
6/11/2020,Bali,,19,0,7,655,4,253,0.61%,38.63%,4216171
6/11/2020,Banten,,25,0,25,1076,79,845,7.34%,78.53%,10722374
6/11/2020,Bengkulu,,0,0,1,92,4,48,4.35%,52.17%,1999539
6/11/2020,DKI Jakarta,,131,1,147,8450,514,3592,6.08%,42.51%,10846145
6/11/2020,Daerah Istimewa Yogyakarta,,2,0,5,251,8,202,3.19%,80.48%,3631015
6/11/2020,Gorontalo,,3,0,10,148,7,82,4.73%,55.41%,1180651
6/11/2020,,,979,41,507,35295,2000,12636,5.67%,35.80%,265185520
6/11/2020,Jambi,,0,0,0,105,0,31,0.00%,29.52%,3493357
6/11/2020,Jawa Barat,,36,0,28,2847,166,1198,5.83%,42.08%,45161325
6/11/2020,Jawa Tengah,,63,4,17,2642,163,1054,6.17%,39.89%,36364072
6/11/2020,Jawa Timur,,251,32,88,6943,809,4094,11.65%,58.97%,40479023
6/11/2020,Kalimantan Barat,,0,0,7,245,4,145,1.63%,59.18%,5422814
6/11/2020,Kalimantan Selatan,,70,4,36,1632,115,165,7.05%,10.11%,4023049
6/11/2020,Kalimantan Tengah,,15,0,0,552,30,213,5.43%,38.59%,2570289
6/11/2020,Kalimantan Timur,,3,0,7,365,3,231,0.82%,63.29%,3552191
6/11/2020,Kalimantan Utara,,0,0,2,170,2,135,1.18%,79.41%,648407
6/11/2020,Kepulauan Bangka Belitung,,3,0,3,127,1,47,0.79%,37.01%,1379767
6/11/2020,Kepulauan Riau,,10,0,0,237,16,131,6.75%,55.27%,1929400
6/11/2020,Lampung,,2,0,0,152,11,109,7.24%,71.71%,9095591
6/11/2020,Maluku,,0,0,0,328,9,90,2.74%,27.44%,1847097
6/11/2020,Maluku Utara,,35,5,2,262,22,39,8.40%,14.89%,1307803
6/11/2020,Nusa Tenggara Barat,,11,3,44,868,31,446,3.57%,51.38%,5270247
6/11/2020,Nusa Tenggara Timur,,0,0,0,105,1,37,0.95%,35.24%,5411321
6/11/2020,Papua,,19,0,0,1141,8,81,0.70%,7.10%,4340348
6/11/2020,Papua Barat,,4,0,1,195,2,86,1.03%,44.10%,1140701
6/11/2020,Riau,,0,0,1,122,6,110,4.92%,90.16%,6074100
6/11/2020,Sulawesi Barat,,1,0,3,96,2,66,2.08%,68.75%,1559984
6/11/2020,Sulawesi Selatan,,130,0,0,2491,94,761,3.77%,30.55%,9426885
6/11/2020,Sulawesi Tengah,,0,0,1,159,4,96,2.52%,60.38%,2955567
6/11/2020,Sulawesi Tenggara,,6,0,4,272,5,178,1.84%,65.44%,2635461
6/11/2020,Sulawesi Utara,,34,4,18,579,59,102,10.19%,17.62%,2641884
6/11/2020,Sumatera Barat,,2,0,3,661,29,396,4.39%,59.91%,5519245
6/11/2020,Sumatera Selatan,,39,0,63,1262,47,513,3.72%,40.65%,8217551
6/11/2020,Sumatera Utara,,45,3,12,680,56,215,8.24%,31.62%,14874889
6/12/2020,Aceh,,0,0,0,22,1,19,4.55%,86.36%,5247257
6/12/2020,Bali,,36,0,9,691,4,262,0.58%,37.92%,4216171
6/12/2020,Banten,,35,0,12,1111,79,857,7.11%,77.14%,10722374
6/12/2020,Bengkulu,,3,1,1,95,5,49,5.26%,51.58%,1999539
6/12/2020,DKI Jakarta,,92,4,118,8542,518,3710,6.06%,43.43%,10846145
6/12/2020,Daerah Istimewa Yogyakarta,,10,0,5,261,8,207,3.07%,79.31%,3631015
6/12/2020,Gorontalo,,33,0,1,181,7,83,3.87%,45.86%,1180651
6/12/2020,,,1111,48,577,36406,2048,13213,5.63%,36.29%,265185520
6/12/2020,Jambi,,1,0,0,106,0,31,0.00%,29.25%,3493357
6/12/2020,Jawa Barat,,20,0,53,2867,166,1251,5.79%,43.63%,45161325
6/12/2020,Jawa Tengah,,59,1,50,2701,164,1104,6.07%,40.87%,36364072
6/12/2020,Jawa Timur,,245,29,185,7188,838,4279,11.66%,59.53%,40479023
6/12/2020,Kalimantan Barat,,22,0,1,267,4,146,1.50%,54.68%,5422814
6/12/2020,Kalimantan Selatan,,60,3,15,1692,118,180,6.97%,10.64%,4023049
6/12/2020,Kalimantan Tengah,,13,0,4,565,30,217,5.31%,38.41%,2570289
6/12/2020,Kalimantan Timur,,8,1,11,373,4,242,1.07%,64.88%,3552191
6/12/2020,Kalimantan Utara,,0,0,0,170,2,135,1.18%,79.41%,648407
6/12/2020,Kepulauan Bangka Belitung,,6,0,8,133,1,55,0.75%,41.35%,1379767
6/12/2020,Kepulauan Riau,,0,0,10,237,16,141,6.75%,59.49%,1929400
6/12/2020,Lampung,,1,0,2,153,11,111,7.19%,72.55%,9095591
6/12/2020,Maluku,,58,2,15,386,11,105,2.85%,27.20%,1847097
6/12/2020,Maluku Utara,,22,0,1,284,22,40,7.75%,14.08%,1307803
6/12/2020,Nusa Tenggara Barat,,23,0,72,891,31,518,3.48%,58.14%,5270247
6/12/2020,Nusa Tenggara Timur,,1,0,5,106,1,42,0.94%,39.62%,5411321
6/12/2020,Papua,,31,0,0,1172,8,81,0.68%,6.91%,4340348
6/12/2020,Papua Barat,,5,0,1,200,2,87,1.00%,43.50%,1140701
6/12/2020,Riau,,0,0,1,122,6,111,4.92%,90.98%,6074100
6/12/2020,Sulawesi Barat,,1,0,0,97,2,66,2.06%,68.04%,1559984
6/12/2020,Sulawesi Selatan,,61,12,73,2552,106,834,4.15%,32.68%,9426885
6/12/2020,Sulawesi Tengah,,0,0,0,159,4,96,2.52%,60.38%,2955567
6/12/2020,Sulawesi Tenggara,,5,0,2,277,5,180,1.81%,64.98%,2635461
6/12/2020,Sulawesi Utara,,56,0,0,635,59,102,9.29%,16.06%,2641884
6/12/2020,Sumatera Barat,,10,0,15,671,29,411,4.32%,61.25%,5519245
6/12/2020,Sumatera Selatan,,34,5,31,1296,52,544,4.01%,41.98%,8217551
6/12/2020,Sumatera Utara,,83,1,0,763,57,215,7.47%,28.18%,14874889
6/13/2020,Aceh,,0,0,1,22,1,20,4.55%,90.91%,5247257
6/13/2020,Bali,,28,1,7,719,5,269,0.70%,37.41%,4216171
6/13/2020,Banten,,74,1,2,1185,80,859,6.75%,72.49%,10722374
6/13/2020,Bengkulu,,3,1,9,98,6,58,6.12%,59.18%,1999539
6/13/2020,DKI Jakarta,,121,8,58,8663,526,3768,6.07%,43.50%,10846145
6/13/2020,Daerah Istimewa Yogyakarta,,2,0,6,263,8,213,3.04%,80.99%,3631015
6/13/2020,Gorontalo,,4,1,0,185,8,83,4.32%,44.86%,1180651
6/13/2020,,,1014,43,563,37420,2091,13776,5.59%,36.81%,265185520
6/13/2020,Jambi,,2,0,10,108,0,41,0.00%,37.96%,3493357
6/13/2020,Jawa Barat,,23,1,47,2890,167,1298,5.78%,44.91%,45161325
6/13/2020,Jawa Tengah,,101,3,37,2802,167,1141,5.96%,40.72%,36364072
6/13/2020,Jawa Timur,,218,23,93,7406,861,4372,11.63%,59.03%,40479023
6/13/2020,Kalimantan Barat,,0,0,4,267,4,150,1.50%,56.18%,5422814
6/13/2020,Kalimantan Selatan,,123,6,22,1815,124,202,6.83%,11.13%,4023049
6/13/2020,Kalimantan Tengah,,21,1,1,586,31,218,5.29%,37.20%,2570289
6/13/2020,Kalimantan Timur,,3,0,10,376,4,252,1.06%,67.02%,3552191
6/13/2020,Kalimantan Utara,,0,0,2,170,2,137,1.18%,80.59%,648407
6/13/2020,Kepulauan Bangka Belitung,,4,0,9,137,1,64,0.73%,46.72%,1379767
6/13/2020,Kepulauan Riau,,1,0,6,238,16,147,6.72%,61.76%,1929400
6/13/2020,Lampung,,12,1,3,165,12,114,7.27%,69.09%,9095591
6/13/2020,Maluku,,13,0,1,399,11,106,2.76%,26.57%,1847097
6/13/2020,Maluku Utara,,17,0,0,301,22,40,7.31%,13.29%,1307803
6/13/2020,Nusa Tenggara Barat,,13,2,20,904,33,538,3.65%,59.51%,5270247
6/13/2020,Nusa Tenggara Timur,,0,0,0,106,1,42,0.94%,39.62%,5411321
6/13/2020,Papua,,42,0,0,1214,8,81,0.66%,6.67%,4340348
6/13/2020,Papua Barat,,5,1,0,205,3,87,1.46%,42.44%,1140701
6/13/2020,Riau,,5,0,0,127,6,111,4.72%,87.40%,6074100
6/13/2020,Sulawesi Barat,,0,0,4,97,2,70,2.06%,72.16%,1559984
6/13/2020,Sulawesi Selatan,,126,0,36,2678,106,870,3.96%,32.49%,9426885
6/13/2020,Sulawesi Tengah,,9,0,1,168,4,97,2.38%,57.74%,2955567
6/13/2020,Sulawesi Tenggara,,2,0,10,279,5,190,1.79%,68.10%,2635461
6/13/2020,Sulawesi Utara,,16,6,1,651,65,103,9.98%,15.82%,2641884
6/13/2020,Sumatera Barat,,3,0,4,674,29,415,4.30%,61.57%,5519245
6/13/2020,Sumatera Selatan,,23,2,14,1319,54,558,4.09%,42.30%,8217551
6/13/2020,Sumatera Utara,,98,2,0,861,59,215,6.85%,24.97%,14874889
6/14/2020,Aceh,,5,0,0,27,1,20,3.70%,74.07%,5247257
6/14/2020,Bali,,18,0,8,737,5,277,0.68%,37.58%,4216171
6/14/2020,Banten,,9,0,8,1194,80,867,6.70%,72.61%,10722374
6/14/2020,Bengkulu,,3,0,0,101,6,58,5.94%,57.43%,1999539
6/14/2020,DKI Jakarta,,118,9,246,8781,535,4014,6.09%,45.71%,10846145
6/14/2020,Daerah Istimewa Yogyakarta,,5,0,1,268,8,214,2.99%,79.85%,3631015
6/14/2020,Gorontalo,,0,0,8,185,8,91,4.32%,49.19%,1180651
6/14/2020,,,857,43,755,38277,2134,14531,5.58%,37.96%,265185520
6/14/2020,Jambi,,0,0,0,108,0,41,0.00%,37.96%,3493357
6/14/2020,Jawa Barat,,22,0,10,2912,167,1308,5.73%,44.92%,45161325
6/14/2020,Jawa Tengah,,128,7,27,2930,174,1168,5.94%,39.86%,36364072
6/14/2020,Jawa Timur,,194,22,63,7600,883,4435,11.62%,58.36%,40479023
6/14/2020,Kalimantan Barat,,1,0,9,268,4,159,1.49%,59.33%,5422814
6/14/2020,Kalimantan Selatan,,70,6,29,1885,130,231,6.90%,12.25%,4023049
6/14/2020,Kalimantan Tengah,,0,3,17,586,34,235,5.80%,40.10%,2570289
6/14/2020,Kalimantan Timur,,2,0,12,378,4,264,1.06%,69.84%,3552191
6/14/2020,Kalimantan Utara,,0,0,0,170,2,137,1.18%,80.59%,648407
6/14/2020,Kepulauan Bangka Belitung,,8,1,0,145,2,64,1.38%,44.14%,1379767
6/14/2020,Kepulauan Riau,,0,0,13,238,16,160,6.72%,67.23%,1929400
6/14/2020,Lampung,,1,0,1,166,12,115,7.23%,69.28%,9095591
6/14/2020,Maluku,,21,0,4,420,11,110,2.62%,26.19%,1847097
6/14/2020,Maluku Utara,,8,0,8,309,22,48,7.12%,15.53%,1307803
6/14/2020,Nusa Tenggara Barat,,11,0,36,915,33,574,3.61%,62.73%,5270247
6/14/2020,Nusa Tenggara Timur,,2,0,0,108,1,42,0.93%,38.89%,5411321
6/14/2020,Papua,,12,0,50,1226,8,131,0.65%,10.69%,4340348
6/14/2020,Papua Barat,,3,0,1,208,3,88,1.44%,42.31%,1140701
6/14/2020,Riau,,0,0,0,127,6,111,4.72%,87.40%,6074100
6/14/2020,Sulawesi Barat,,1,0,1,98,2,71,2.04%,72.45%,1559984
6/14/2020,Sulawesi Selatan,,137,3,36,2815,109,906,3.87%,32.18%,9426885
6/14/2020,Sulawesi Tengah,,2,0,18,170,4,115,2.35%,67.65%,2955567
6/14/2020,Sulawesi Tenggara,,4,0,7,283,5,197,1.77%,69.61%,2635461
6/14/2020,Sulawesi Utara,,7,0,2,658,65,105,9.88%,15.96%,2641884
6/14/2020,Sumatera Barat,,7,1,12,681,30,427,4.41%,62.70%,5519245
6/14/2020,Sumatera Selatan,,69,0,61,1388,54,619,3.89%,44.60%,8217551
6/14/2020,Sumatera Utara,,8,0,7,869,59,222,6.79%,25.55%,14874889
6/15/2020,Aceh,,0,0,0,27,1,20,3.70%,74.07%,5247257
6/15/2020,Bali,,19,0,27,756,5,304,0.66%,40.21%,4216171
6/15/2020,Banten,,4,0,25,1198,80,892,6.68%,74.46%,10722374
6/15/2020,Bengkulu,,0,0,4,101,6,62,5.94%,61.39%,1999539
6/15/2020,DKI Jakarta,,141,2,111,8922,537,4125,6.02%,46.23%,10846145
6/15/2020,Daerah Istimewa Yogyakarta,,3,0,2,271,8,216,2.95%,79.70%,3631015
6/15/2020,Gorontalo,,23,0,1,208,8,92,3.85%,44.23%,1180651
6/15/2020,,,1017,64,592,39294,2198,15123,5.59%,38.49%,265185520
6/15/2020,Jambi,,0,0,0,108,0,41,0.00%,37.96%,3493357
6/15/2020,Jawa Barat,,41,1,13,2953,168,1321,5.69%,44.73%,45161325
6/15/2020,Jawa Tengah,,149,21,49,3079,195,1217,6.33%,39.53%,36364072
6/15/2020,Jawa Timur,,312,30,95,7912,913,4530,11.54%,57.25%,40479023
6/15/2020,Kalimantan Barat,,0,0,7,268,4,166,1.49%,61.94%,5422814
6/15/2020,Kalimantan Selatan,,66,4,16,1951,134,247,6.87%,12.66%,4023049
6/15/2020,Kalimantan Tengah,,45,4,2,631,38,237,6.02%,37.56%,2570289
6/15/2020,Kalimantan Timur,,4,0,1,382,4,265,1.05%,69.37%,3552191
6/15/2020,Kalimantan Utara,,0,0,0,170,2,137,1.18%,80.59%,648407
6/15/2020,Kepulauan Bangka Belitung,,0,0,0,145,2,64,1.38%,44.14%,1379767
6/15/2020,Kepulauan Riau,,15,0,3,253,16,163,6.32%,64.43%,1929400
6/15/2020,Lampung,,0,0,0,166,12,115,7.23%,69.28%,9095591
6/15/2020,Maluku,,32,1,0,452,12,110,2.65%,24.34%,1847097
6/15/2020,Maluku Utara,,2,0,0,311,22,48,7.07%,15.43%,1307803
6/15/2020,Nusa Tenggara Barat,,22,2,31,937,35,605,3.74%,64.57%,5270247
6/15/2020,Nusa Tenggara Timur,,0,0,0,108,1,42,0.93%,38.89%,5411321
6/15/2020,Papua,,0,0,63,1226,8,194,0.65%,15.82%,4340348
6/15/2020,Papua Barat,,1,0,0,209,3,88,1.44%,42.11%,1140701
6/15/2020,Riau,,1,1,2,128,7,113,5.47%,88.28%,6074100
6/15/2020,Sulawesi Barat,,0,0,0,98,2,71,2.04%,72.45%,1559984
6/15/2020,Sulawesi Selatan,,103,8,142,2918,117,1048,4.01%,35.92%,9426885
6/15/2020,Sulawesi Tengah,,1,0,6,171,4,121,2.34%,70.76%,2955567
6/15/2020,Sulawesi Tenggara,,3,0,2,286,5,199,1.75%,69.58%,2635461
6/15/2020,Sulawesi Utara,,17,0,7,675,65,112,9.63%,16.59%,2641884
6/15/2020,Sumatera Barat,,0,0,0,681,30,427,4.41%,62.70%,5519245
6/15/2020,Sumatera Selatan,,49,2,31,1437,56,650,3.90%,45.23%,8217551
6/15/2020,Sumatera Utara,,63,5,4,932,64,226,6.87%,24.25%,14874889
6/16/2020,Aceh,,0,0,1,27,1,21,3.70%,77.78%,5247257
6/16/2020,Bali,,22,0,8,778,5,312,0.64%,40.10%,4216171
6/16/2020,Banten,,37,0,9,1235,80,901,6.48%,72.96%,10722374
6/16/2020,Bengkulu,,3,0,1,104,6,63,5.77%,60.58%,1999539
6/16/2020,DKI Jakarta,,97,0,132,9019,537,4257,5.95%,47.20%,10846145
6/16/2020,Daerah Istimewa Yogyakarta,,1,0,4,272,8,220,2.94%,80.88%,3631015
6/16/2020,Gorontalo,,6,0,2,214,8,94,3.74%,43.93%,1180651
6/16/2020,,,1106,33,580,40400,2231,15703,5.52%,38.87%,265185520
6/16/2020,Jambi,,0,0,8,108,0,49,0.00%,45.37%,3493357
6/16/2020,Jawa Barat,,25,0,30,2978,168,1351,5.64%,45.37%,45161325
6/16/2020,Jawa Tengah,,83,6,23,3162,201,1240,6.36%,39.22%,36364072
6/16/2020,Jawa Timur,,204,22,59,8116,935,4589,11.52%,56.54%,40479023
6/16/2020,Kalimantan Barat,,2,0,1,270,4,167,1.48%,61.85%,5422814
6/16/2020,Kalimantan Selatan,,169,6,6,2120,140,253,6.60%,11.93%,4023049
6/16/2020,Kalimantan Tengah,,26,0,10,657,38,247,5.78%,37.60%,2570289
6/16/2020,Kalimantan Timur,,10,0,13,392,4,278,1.02%,70.92%,3552191
6/16/2020,Kalimantan Utara,,1,0,8,171,2,145,1.17%,84.80%,648407
6/16/2020,Kepulauan Bangka Belitung,,1,0,5,146,2,69,1.37%,47.26%,1379767
6/16/2020,Kepulauan Riau,,0,0,2,253,16,165,6.32%,65.22%,1929400
6/16/2020,Lampung,,0,0,2,166,12,117,7.23%,70.48%,9095591
6/16/2020,Maluku,,44,2,2,496,14,112,2.82%,22.58%,1847097
6/16/2020,Maluku Utara,,3,0,0,314,22,48,7.01%,15.29%,1307803
6/16/2020,Nusa Tenggara Barat,,20,0,15,957,35,620,3.66%,64.79%,5270247
6/16/2020,Nusa Tenggara Timur,,0,0,0,108,1,42,0.93%,38.89%,5411321
6/16/2020,Papua,,29,0,103,1255,8,297,0.64%,23.67%,4340348
6/16/2020,Papua Barat,,3,0,7,212,3,95,1.42%,44.81%,1140701
6/16/2020,Riau,,0,0,1,128,7,114,5.47%,89.06%,6074100
6/16/2020,Sulawesi Barat,,0,0,0,98,2,71,2.04%,72.45%,1559984
6/16/2020,Sulawesi Selatan,,167,0,43,3085,117,1091,3.79%,35.36%,9426885
6/16/2020,Sulawesi Tengah,,1,0,4,172,4,125,2.33%,72.67%,2955567
6/16/2020,Sulawesi Tenggara,,5,0,4,291,5,203,1.72%,69.76%,2635461
6/16/2020,Sulawesi Utara,,26,6,7,701,71,119,10.13%,16.98%,2641884
6/16/2020,Sumatera Barat,,6,0,36,687,30,463,4.37%,67.39%,5519245
6/16/2020,Sumatera Selatan,,50,4,21,1487,60,671,4.03%,45.12%,8217551
6/16/2020,Sumatera Utara,,25,2,6,957,66,232,6.90%,24.24%,14874889
6/17/2020,Aceh,,10,1,0,37,2,21,5.41%,56.76%,5247257
6/17/2020,Bali,,47,0,20,825,5,332,0.61%,40.24%,4216171
6/17/2020,Banten,,31,0,25,1266,80,926,6.32%,73.14%,10722374
6/17/2020,Bengkulu,,1,0,2,105,6,65,5.71%,61.90%,1999539
6/17/2020,DKI Jakarta,,122,5,115,9141,542,4372,5.93%,47.83%,10846145
6/17/2020,Daerah Istimewa Yogyakarta,,3,0,2,275,8,222,2.91%,80.73%,3631015
6/17/2020,Gorontalo,,0,0,32,214,8,126,3.74%,58.88%,1180651
6/17/2020,,,1031,45,540,41431,2276,16243,5.49%,39.20%,265185520
6/17/2020,Jambi,,1,0,0,109,0,49,0.00%,44.95%,3493357
6/17/2020,Jawa Barat,,39,7,33,3017,175,1384,5.80%,45.87%,45161325
6/17/2020,Jawa Tengah,,144,8,79,3306,209,1319,6.32%,39.90%,36364072
6/17/2020,Jawa Timur,,210,27,239,8326,962,4828,11.55%,57.99%,40479023
6/17/2020,Kalimantan Barat,,12,0,0,282,4,167,1.42%,59.22%,5422814
6/17/2020,Kalimantan Selatan,,87,9,79,2207,149,332,6.75%,15.04%,4023049
6/17/2020,Kalimantan Tengah,,45,1,1,702,39,248,5.56%,35.33%,2570289
6/17/2020,Kalimantan Timur,,5,0,17,397,4,295,1.01%,74.31%,3552191
6/17/2020,Kalimantan Utara,,0,0,0,171,2,145,1.17%,84.80%,648407
6/17/2020,Kepulauan Bangka Belitung,,2,0,27,148,2,96,1.35%,64.86%,1379767
6/17/2020,Kepulauan Riau,,9,0,10,262,16,175,6.11%,66.79%,1929400
6/17/2020,Lampung,,3,0,1,169,12,118,7.10%,69.82%,9095591
6/17/2020,Maluku,,24,0,2,520,14,114,2.69%,21.92%,1847097
6/17/2020,Maluku Utara,,7,0,0,321,22,48,6.85%,14.95%,1307803
6/17/2020,Nusa Tenggara Barat,,21,6,30,978,41,650,4.19%,66.46%,5270247
6/17/2020,Nusa Tenggara Timur,,0,0,2,108,1,44,0.93%,40.74%,5411321
6/17/2020,Papua,,29,0,3,1284,8,300,0.62%,23.36%,4340348
6/17/2020,Papua Barat,,2,0,2,214,3,97,1.40%,45.33%,1140701
6/17/2020,Riau,,2,1,1,130,8,115,6.15%,88.46%,6074100
6/17/2020,Sulawesi Barat,,1,0,5,99,2,76,2.02%,76.77%,1559984
6/17/2020,Sulawesi Selatan,,89,0,16,3174,117,1107,3.69%,34.88%,9426885
6/17/2020,Sulawesi Tengah,,0,0,4,172,4,129,2.33%,75.00%,2955567
6/17/2020,Sulawesi Tenggara,,1,0,0,292,5,203,1.71%,69.52%,2635461
6/17/2020,Sulawesi Utara,,35,0,7,736,71,126,9.65%,17.12%,2641884
6/17/2020,Sumatera Barat,,4,0,6,691,30,469,4.34%,67.87%,5519245
6/17/2020,Sumatera Selatan,,53,3,11,1540,63,682,4.09%,44.29%,8217551
6/17/2020,Sumatera Utara,,13,0,5,970,66,237,6.80%,24.43%,14874889
6/18/2020,Aceh,,1,0,0,38,2,21,5.26%,55.26%,5247257
6/18/2020,Bali,,65,0,3,890,5,335,0.56%,37.64%,4216171
6/18/2020,Banten,,17,0,16,1283,80,942,6.24%,73.42%,10722374
6/18/2020,Bengkulu,,0,2,0,105,8,65,7.62%,61.90%,1999539
6/18/2020,DKI Jakarta,,171,30,130,9312,572,4502,6.14%,48.35%,10846145
6/18/2020,Daerah Istimewa Yogyakarta,,0,0,7,275,8,229,2.91%,83.27%,3631015
6/18/2020,Gorontalo,,0,0,0,214,8,126,3.74%,58.88%,1180651
6/18/2020,,,1331,63,555,42762,2339,16798,5.47%,39.28%,265185520
6/18/2020,Jambi,,0,0,0,109,0,49,0.00%,44.95%,3493357
6/18/2020,Jawa Barat,,55,0,16,3072,175,1400,5.70%,45.57%,45161325
6/18/2020,Jawa Tengah,,83,14,39,3389,223,1358,6.58%,40.07%,36364072
6/18/2020,Jawa Timur,,319,23,269,8645,985,5097,11.39%,58.96%,40479023
6/18/2020,Kalimantan Barat,,0,0,6,282,4,173,1.42%,61.35%,5422814
6/18/2020,Kalimantan Selatan,,118,2,14,2325,151,346,6.49%,14.88%,4023049
6/18/2020,Kalimantan Tengah,,36,6,39,738,45,287,6.10%,38.89%,2570289
6/18/2020,Kalimantan Timur,,8,0,19,405,4,314,0.99%,77.53%,3552191
6/18/2020,Kalimantan Utara,,0,0,2,171,2,147,1.17%,85.96%,648407
6/18/2020,Kepulauan Bangka Belitung,,0,0,6,148,2,102,1.35%,68.92%,1379767
6/18/2020,Kepulauan Riau,,1,0,0,263,16,175,6.08%,66.54%,1929400
6/18/2020,Lampung,,2,0,3,171,12,121,7.02%,70.76%,9095591
6/18/2020,Maluku,,14,0,0,534,14,114,2.62%,21.35%,1847097
6/18/2020,Maluku Utara,,21,0,1,342,22,49,6.43%,14.33%,1307803
6/18/2020,Nusa Tenggara Barat,,30,2,20,1008,43,670,4.27%,66.47%,5270247
6/18/2020,Nusa Tenggara Timur,,0,0,0,108,1,44,0.93%,40.74%,5411321
6/18/2020,Papua,,38,0,0,1322,8,300,0.61%,22.69%,4340348
6/18/2020,Papua Barat,,5,0,22,219,3,119,1.37%,54.34%,1140701
6/18/2020,Riau,,6,0,1,136,8,116,5.88%,85.29%,6074100
6/18/2020,Sulawesi Barat,,5,0,0,104,2,76,1.92%,73.08%,1559984
6/18/2020,Sulawesi Selatan,,165,0,23,3339,117,1130,3.50%,33.84%,9426885
6/18/2020,Sulawesi Tengah,,0,0,1,172,4,130,2.33%,75.58%,2955567
